,Ensembl,Symbol,s28mo_AR_M-s22mo_AR_M_logFC,s28mo_AR_M-s22mo_AR_M_logCPM,s28mo_AR_M-s22mo_AR_M_LR,s28mo_AR_M-s22mo_AR_M_PValue,s28mo_AR_M-s22mo_AR_M_Status,s28mo_AR_M-s22mo_AR_M_Status,Description
4920,ENSMUSG00000028126,Pip5k1a,0.0052669319,5.5738552,0.0012885213951,0.9713653011323442,0.9971407940765482,NS,"phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha"
5322,ENSMUSG00000029003,Mad2l2,0.0064955925,2.86190594,0.0014656895624,0.9694609882360897,0.9971407940765482,NS,MAD2 mitotic arrest deficient-like 2
5331,ENSMUSG00000029022,Miip,-0.0069011335,2.42350953,0.0016080829659,0.9680126764796798,0.9971407940765482,NS,migration and invasion inhibitory protein
6107,ENSMUSG00000031028,Tub,0.0211110525,-0.65112473,0.0015188260521,0.9689126176095855,0.9971407940765482,NS,tubby bipartite transcription factor
6592,ENSMUSG00000032192,Gnb5,0.0070051441,3.51833979,0.0014597232235,0.9695231784440371,0.9971407940765482,NS,"guanine nucleotide binding protein (G protein), beta 5"
6776,ENSMUSG00000032570,Atp2c1,-0.004071696,4.93202774,0.0013485444448,0.9707062418613253,0.9971407940765482,NS,"ATPase, Ca++-sequestering"
7123,ENSMUSG00000033965,Slc16a2,0.0079469551,2.30596293,0.0015997973281,0.9680951461020437,0.9971407940765482,NS,"solute carrier family 16 (monocarboxylic acid transporters), member 2"
7308,ENSMUSG00000034663,Bmp2k,-0.0045291804,3.91916772,0.0012695305741,0.9715770101615664,0.9971407940765482,NS,BMP2 inducible kinase
7944,ENSMUSG00000037336,Mfsd2b,-0.0163405045,0.41333649,0.0013311776909,0.9708953935253573,0.9971407940765482,NS,major facilitator superfamily domain containing 2B
8064,ENSMUSG00000037808,Fam76b,-0.0065613217,2.85453471,0.0013981602689,0.9701724661613579,0.9971407940765482,NS,"family with sequence similarity 76, member B"
8080,ENSMUSG00000037857,Nufip2,-0.0042825196,4.10429412,0.00131496405,0.9710731043172623,0.9971407940765482,NS,nuclear fragile X mental retardation protein interacting protein 2
8554,ENSMUSG00000039367,Sec24c,0.0038561822,6.16543212,0.0014669058552,0.9694483257577127,0.9971407940765482,NS,"Sec24 related gene family, member C (S. cerevisiae)"
8603,ENSMUSG00000039601,Rcan2,-0.0054457665,5.37680032,0.0013003886552,0.9712337976971601,0.9971407940765482,NS,regulator of calcineurin 2
8609,ENSMUSG00000039623,Ap5z1,-0.007062558,2.6927251,0.0016653670648,0.9674482368139906,0.9971407940765482,NS,"adaptor-related protein complex 5, zeta 1 subunit"
8759,ENSMUSG00000040183,Ankrd6,-0.0072904342,2.33386302,0.0014492702451,0.9696324428244812,0.9971407940765482,NS,ankyrin repeat domain 6
9037,ENSMUSG00000041278,Ttc1,-0.0047846202,5.54897461,0.001639874479,0.9676982032646424,0.9971407940765482,NS,tetratricopeptide repeat domain 1
9095,ENSMUSG00000041570,Camsap2,-0.0047140083,4.01470571,0.0014962893285,0.9691440049252248,0.9971407940765482,NS,"calmodulin regulated spectrin-associated protein family, member 2"
9116,ENSMUSG00000041671,Pyroxd1,-0.0050471806,3.65678891,0.0014267944965,0.9698687249961354,0.9971407940765482,NS,pyridine nucleotide-disulphide oxidoreductase domain 1
9405,ENSMUSG00000042901,Aida,-0.0038930692,4.71414626,0.0014934269197,0.9691735181852283,0.9971407940765482,NS,"axin interactor, dorsalization associated"
9420,ENSMUSG00000043061,Tmem18,0.0055899358,3.08096161,0.0013903713062,0.970255626177273,0.9971407940765482,NS,transmembrane protein 18
9469,ENSMUSG00000043467,Zbtb37,0.0067480704,2.87767714,0.001648004314,0.9676182764966782,0.9971407940765482,NS,zinc finger and BTB domain containing 37
9904,ENSMUSG00000046873,Mbtps2,-0.0049222772,4.08517659,0.0015226175235,0.9688738594778853,0.9971407940765482,NS,"membrane-bound transcription factor peptidase, site 2"
9933,ENSMUSG00000047139,Cd24a,0.0038523639,7.69029874,0.0012536621265,0.9717551300825653,0.9971407940765482,NS,CD24a antigen
10206,ENSMUSG00000049285,Mblac1,-0.0136062993,0.08075271,0.0014129705071,0.9700149798261531,0.9971407940765482,NS,metallo-beta-lactamase domain containing 1
10347,ENSMUSG00000050323,Ndufaf6,-0.0044977597,4.12962777,0.0013696257124,0.9704782645587592,0.9971407940765482,NS,NADH:ubiquinone oxidoreductase complex assembly factor 6
10441,ENSMUSG00000051234,Rnf7,0.0040468959,6.12957889,0.0012792961372,0.9714679474577833,0.9971407940765482,NS,ring finger protein 7
11038,ENSMUSG00000056899,Immp2l,-0.0064925488,2.75812843,0.0012504339864,0.9717915031683477,0.9971407940765482,NS,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)
11414,ENSMUSG00000060803,Gstp1,0.0044678484,6.85326012,0.0012901146809,0.9713476104839,0.9971407940765482,NS,"glutathione S-transferase, pi 1"
11497,ENSMUSG00000061759,Armt1,-0.0046560564,4.12859022,0.001427029703,0.9698662427152132,0.9971407940765482,NS,acidic residue methyltransferase 1
11516,ENSMUSG00000061981,Flot2,-0.0039675506,6.02614903,0.0013017127413,0.9712191625640597,0.9971407940765482,NS,flotillin 2
11557,ENSMUSG00000062376,Borcs7,-0.0056093678,3.3150155,0.0015573888197,0.9685206416162302,0.9971407940765482,NS,BLOC-1 related complex subunit 7
11737,ENSMUSG00000064264,Zfp428,-0.0104888245,1.3299179,0.0015179782962,0.9689212903778112,0.9971407940765482,NS,zinc finger protein 428
11749,ENSMUSG00000064341,mt-Nd1,0.0043210462,13.05408941,0.0013012240352,0.9712245633686225,0.9971407940765482,NS,mitochondrially encoded NADH dehydrogenase 1
11934,ENSMUSG00000068580,Zfyve19,-0.0057876312,3.16522214,0.0015534106328,0.9685608518476274,0.9971407940765482,NS,"zinc finger, FYVE domain containing 19"
12069,ENSMUSG00000070713,Hmgn2-ps,0.008611675,1.49042188,0.0015362131145,0.9687352750591337,0.9971407940765482,NS,"high mobility group nucleosomal binding domain 2, pseudogene"
12242,ENSMUSG00000073423,Zfp414,0.0069647659,2.2086075,0.0013554216044,0.9706316759516712,0.9971407940765482,NS,zinc finger protein 414
12247,ENSMUSG00000073436,Eme2,-0.0037944156,4.40651628,0.0013227533792,0.9709875927080478,0.9971407940765482,NS,essential meiotic structure-specific endonuclease subunit 2
12597,ENSMUSG00000079071,Slc28a2b,-0.0148866975,0.18404311,0.0013866574417,0.9702953599241086,0.9971407940765482,NS,solute carrier family 28 member 2b
12769,ENSMUSG00000084416,Rpl10a-ps1,-0.0067979033,2.42310164,0.0013249155441,0.9709639010967621,0.9971407940765482,NS,"ribosomal protein L10A, pseudogene 1"
13325,ENSMUSG00000096929,A330023F24Rik,0.0052649001,3.93040721,0.001655936355,0.9675404843979297,0.9971407940765482,NS,RIKEN cDNA A330023F24 gene
13351,ENSMUSG00000097099,Gm9917,0.0048951486,3.61528347,0.0012966574886,0.9712750784887895,0.9971407940765482,NS,predicted gene 9917
13467,ENSMUSG00000097763,Gm26636,-0.0124243289,0.43222642,0.0014264528981,0.9698723304611944,0.9971407940765482,NS,"predicted gene, 26636"
13501,ENSMUSG00000098120,Gm5914,0.0229026624,-0.93093135,0.0015429625286,0.9686667041594502,0.9971407940765482,NS,predicted gene 5914
14247,ENSMUSG00000117725,Gm50240,-0.0087279479,1.9720278,0.0014466607092,0.9696597816500935,0.9971407940765482,NS,"predicted gene, 50240"
1621,ENSMUSG00000019659,Ccdc12,-0.0039386984,4.81119384,0.0012249927732,0.9720798231977359,0.9971549691099735,NS,coiled-coil domain containing 12
11214,ENSMUSG00000058715,Fcer1g,-0.0132497313,0.54930882,0.0012275082522,0.9720511830709763,0.9971549691099735,NS,"Fc receptor, IgE, high affinity I, gamma polypeptide"
4622,ENSMUSG00000027412,Lpin3,0.0074969815,1.7857295,0.0012107793055,0.9722422075498813,0.9971834183552459,NS,lipin 3
5783,ENSMUSG00000030177,Ccdc77,0.0062539284,2.56694694,0.0012043022273,0.9723165225496562,0.9971834183552459,NS,coiled-coil domain containing 77
10532,ENSMUSG00000052026,Slc6a7,-0.0110539552,0.43352281,0.0012102325266,0.9722484733350903,0.9971834183552459,NS,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7"
626,ENSMUSG00000004952,Rasa4,-0.0037465875,5.53164255,0.0011337358613,0.9731395089977685,0.9974594866946844,NS,RAS p21 protein activator 4
2065,ENSMUSG00000020697,Lig3,-0.0036525969,4.92087619,0.00116130935,0.972814960338334,0.9974594866946844,NS,"ligase III, DNA, ATP-dependent"
3570,ENSMUSG00000024851,Pitpnm1,-0.0057094191,2.76347427,0.0011374769803,0.9730952449405902,0.9974594866946844,NS,"phosphatidylinositol transfer protein, membrane-associated 1"
4686,ENSMUSG00000027575,Arfgap1,-0.0036506135,5.29203759,0.0011421811934,0.9730396890760944,0.9974594866946844,NS,ADP-ribosylation factor GTPase activating protein 1
6485,ENSMUSG00000031931,Ankrd49,-0.0056150912,2.73417856,0.0011334324436,0.9731431021699259,0.9974594866946844,NS,ankyrin repeat domain 49
7684,ENSMUSG00000036315,Polr1h,-0.0058523261,2.73019726,0.0011589497644,0.9728425814211359,0.9974594866946844,NS,RNA polymerase I subunit H
8416,ENSMUSG00000038886,Man2a2,0.0037186162,8.25673418,0.0011726648216,0.9726824254878284,0.9974594866946844,NS,"mannosidase 2, alpha 2"
13471,ENSMUSG00000097785,B230217O12Rik,0.0126174723,-0.20376794,0.0011479333683,0.9729719124053795,0.9974594866946844,NS,RIKEN cDNA B230217O12 gene
2139,ENSMUSG00000020843,Timm22,-0.0037665991,4.80484712,0.0010996791598,0.9735458709833439,0.9974968961057662,NS,translocase of inner mitochondrial membrane 22
3080,ENSMUSG00000023047,Amhr2,-0.0053325467,3.39080334,0.0010957487787,0.9735931710711984,0.9974968961057662,NS,anti-Mullerian hormone type 2 receptor
3430,ENSMUSG00000024491,Rbm27,0.0048159049,3.53249448,0.0010944731247,0.9736085411502817,0.9974968961057662,NS,RNA binding motif protein 27
4528,ENSMUSG00000027206,Cops2,0.0033747093,6.26753726,0.0010936357205,0.9736186357288734,0.9974968961057662,NS,COP9 signalosome subunit 2
6636,ENSMUSG00000032299,Commd4,-0.0042256277,3.85413301,0.0010896000017,0.9736673390739018,0.9974968961057662,NS,COMM domain containing 4
9502,ENSMUSG00000043794,D830025C05Rik,-0.011564519,-0.01587416,0.0011050023596,0.9734819437597784,0.9974968961057662,NS,RIKEN cDNA D830025C05 gene
10522,ENSMUSG00000051910,Sox6,-0.0046713097,6.88787651,0.0011117998722,0.9734005349448702,0.9974968961057662,NS,SRY (sex determining region Y)-box 6
3072,ENSMUSG00000023030,Slc11a2,0.0037639608,4.65492133,0.0010827071808,0.9737507314082349,0.9975109460350834,NS,"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"
13200,ENSMUSG00000092071,A230065N10Rik,0.0063163841,2.04732182,0.0010756059389,0.9738369236932513,0.997527862020076,NS,RIKEN cDNA A230065N10 gene
1344,ENSMUSG00000016833,Mrps18c,-0.0038997384,4.11274089,0.0010605843082,0.9740201943492556,0.9976442085071148,NS,mitochondrial ribosomal protein S18C
2575,ENSMUSG00000021917,Spcs1,0.0034079931,5.26214285,0.0010350511645,0.9743347170644904,0.9978246143747624,NS,signal peptidase complex subunit 1 homolog (S. cerevisiae)
3323,ENSMUSG00000024220,Zfp523,0.0033839344,4.36669863,0.0010323717442,0.974367946798944,0.9978246143747624,NS,zinc finger protein 523
9845,ENSMUSG00000046480,Scn4b,0.003803999,8.72559333,0.0010293536766,0.9744054281195291,0.9978246143747624,NS,"sodium channel, type IV, beta"
9782,ENSMUSG00000045973,Slc25a51,-0.0035568438,6.0378125,0.0010006721499,0.9747644054170302,0.9980181001032276,NS,"solute carrier family 25, member 51"
9981,ENSMUSG00000047485,Klhl34,-0.0035751571,4.2886454,9.975720315e-4,0.974803513114238,0.9980181001032276,NS,kelch-like 34
11331,ENSMUSG00000059923,Grb2,0.0036257848,5.63399781,0.0010058615159,0.9746990775248016,0.9980181001032276,NS,growth factor receptor bound protein 2
7061,ENSMUSG00000033707,Lrrc24,-0.0085556333,0.94480428,9.729755539e-4,0.9751159764261405,0.9980525000726836,NS,leucine rich repeat containing 24
7266,ENSMUSG00000034518,Hmgxb4,0.0052076054,2.7758684,9.740920775e-4,0.9751017075076734,0.9980525000726836,NS,HMG box domain containing 4
7419,ENSMUSG00000035125,Gcfc2,-0.0060285792,2.11489585,9.778923062e-4,0.9750532026867624,0.9980525000726836,NS,GC-rich sequence DNA binding factor 2
10294,ENSMUSG00000049907,Rasl11b,-0.0077885817,1.3378569,9.853199362e-4,0.9749586705839,0.9980525000726836,NS,"RAS-like, family 11, member B"
2351,ENSMUSG00000021360,Gcnt2,-0.0044107025,4.51509798,9.58275262e-4,0.9753046126733833,0.9981233152169003,NS,"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme"
6376,ENSMUSG00000031711,Zfp330,0.0036937238,4.15356779,9.567237765e-4,0.9753246057955587,0.9981233152169003,NS,zinc finger protein 330
11949,ENSMUSG00000068758,Il3ra,-0.0096703634,0.63098688,9.46478219e-4,0.9754570439597431,0.9981874940191338,NS,"interleukin 3 receptor, alpha chain"
5319,ENSMUSG00000028998,Tomm7,-0.003355756,5.10062125,9.396158815e-4,0.9755461508731542,0.9982073258451917,NS,translocase of outer mitochondrial membrane 7
1993,ENSMUSG00000020546,Stxbp4,-0.0053673862,4.42449718,9.244863829e-4,0.9757437640585992,0.9982228782179149,NS,syntaxin binding protein 4
4886,ENSMUSG00000028059,Arhgef2,-0.0036980558,4.58416785,9.224463345e-4,0.975770533513656,0.9982228782179149,NS,rho/rac guanine nucleotide exchange factor (GEF) 2
10496,ENSMUSG00000051627,H1f4,0.0070590898,2.77229009,9.229259304e-4,0.9757642376087065,0.9982228782179149,NS,"H1.4 linker histone, cluster member"
7282,ENSMUSG00000034586,Hid1,0.0075417319,1.09816745,9.114508354e-4,0.9759153291116458,0.9982283403516947,NS,HID1 domain containing
13394,ENSMUSG00000097321,1700028E10Rik,-0.0133350453,-0.63259232,9.1162725e-4,0.9759129990952893,0.9982283403516947,NS,RIKEN cDNA 1700028E10 gene
11951,ENSMUSG00000068798,Rap1a,0.0031023401,5.79275074,9.038850569e-4,0.9760154682925272,0.9982594444577993,NS,RAS-related protein 1a
2121,ENSMUSG00000020811,Wscd1,0.0075541279,1.00799794,8.919233239e-4,0.9761746512630645,0.9983438225079165,NS,WSC domain containing 1
13765,ENSMUSG00000105447,Gm43653,-0.0063141644,1.79304611,8.872271273e-4,0.9762374386203075,0.9983438225079165,NS,predicted gene 43653
7640,ENSMUSG00000036112,Metap2,0.0030109735,7.41513383,8.704592644e-4,0.9764629903634694,0.9983605320699491,NS,methionine aminopeptidase 2
7964,ENSMUSG00000037375,Hhat,0.0145417959,-0.50448976,8.752166403e-4,0.9763987775660792,0.9983605320699491,NS,hedgehog acyltransferase
8131,ENSMUSG00000038024,Dennd4c,0.0035739013,5.70959489,8.704732596e-4,0.9764628012052965,0.9983605320699491,NS,DENN/MADD domain containing 4C
3839,ENSMUSG00000025466,Fuom,0.0042987378,3.25404325,8.502788713e-4,0.9767373485587069,0.9985280814956072,NS,fucose mutarotase
5277,ENSMUSG00000028927,Padi2,-0.004925949,7.40416165,8.48158564e-4,0.9767663630388713,0.9985280814956072,NS,"peptidyl arginine deiminase, type II"
7523,ENSMUSG00000035597,Prpf39,-0.0030236209,5.01876868,8.302422102e-4,0.9770129958294247,0.9985662917322798,NS,pre-mRNA processing factor 39
11225,ENSMUSG00000058833,Rex1bd,0.003422874,6.15021676,8.309943717e-4,0.9770025884815867,0.9985662917322798,NS,required for excision 1-B domain containing
12812,ENSMUSG00000085218,BB218582,0.0090780807,0.44283232,8.343282568e-4,0.9769565155432901,0.9985662917322798,NS,expressed sequence BB218582
128,ENSMUSG00000001039,B9d1,0.0059886063,0.45994722,3.437182989e-4,0.9852083538217138,0.9985701890679048,NS,B9 protein domain 1
131,ENSMUSG00000001054,Rmnd5b,-0.0027693148,3.67936823,3.74476504e-4,0.984560783988586,0.9985701890679048,NS,required for meiotic nuclear division 5 homolog B
173,ENSMUSG00000001334,Fndc5,0.0023506978,6.2296178,2.461215169e-4,0.9874830926267,0.9985701890679048,NS,fibronectin type III domain containing 5
474,ENSMUSG00000003464,Pex19,-0.002317893,6.54354538,4.792590195e-4,0.982534118063968,0.9985701890679048,NS,peroxisomal biogenesis factor 19
586,ENSMUSG00000004626,Stxbp2,0.0026594582,2.39218051,2.132283852e-4,0.9883494309900296,0.9985701890679048,NS,syntaxin binding protein 2
721,ENSMUSG00000005893,Nr2c2,-0.0024673248,5.4763429,5.334663871e-4,0.9815729854195907,0.9985701890679048,NS,"nuclear receptor subfamily 2, group C, member 2"
863,ENSMUSG00000007610,Gtpbp3,0.0021779452,3.81431394,3.096145084e-4,0.985961254438282,0.9985701890679048,NS,GTP binding protein 3
909,ENSMUSG00000008333,Snrpb2,-0.0033480889,3.69153669,6.524883335e-4,0.9796211716952419,0.9985701890679048,NS,U2 small nuclear ribonucleoprotein B
1005,ENSMUSG00000010097,Nxf1,0.00200064,5.42405316,3.552802963e-4,0.9849616597328192,0.9985701890679048,NS,nuclear RNA export factor 1
1180,ENSMUSG00000014956,Ppp1cb,0.0025239937,8.23190252,5.953005256e-4,0.9805345204737327,0.9985701890679048,NS,protein phosphatase 1 catalytic subunit beta
1184,ENSMUSG00000015013,Trappc2l,-0.0019372305,3.73623174,2.374700771e-4,0.9877050343503087,0.9985701890679048,NS,trafficking protein particle complex 2-like
1309,ENSMUSG00000016308,Ube2a,-0.0030740394,4.19943982,6.844707198e-4,0.9791278129821661,0.9985701890679048,NS,ubiquitin-conjugating enzyme E2A
1367,ENSMUSG00000017300,Tnnc2,-0.0030671119,13.09265904,5.267279075e-4,0.9816897151102859,0.9985701890679048,NS,"troponin C2, fast"
1388,ENSMUSG00000017550,Atad5,-0.0069644933,0.76046882,6.351230337e-4,0.979894122908144,0.9985701890679048,NS,"ATPase family, AAA domain containing 5"
1449,ENSMUSG00000018209,Stk4,-0.0029964975,3.77349891,5.427460854e-4,0.9814134353135491,0.9985701890679048,NS,serine/threonine kinase 4
1540,ENSMUSG00000018848,Rars,-0.0021170105,5.26240214,3.969726593e-4,0.9841038619148093,0.9985701890679048,NS,arginyl-tRNA synthetase
1598,ENSMUSG00000019428,Fkbp8,-0.0017530162,6.6529074,2.421472349e-4,0.987584554963565,0.9985701890679048,NS,FK506 binding protein 8
2076,ENSMUSG00000020719,Ddx5,-0.0016223211,8.80981474,2.328181295e-4,0.987826047367436,0.9985701890679048,NS,DEAD box helicase 5
2086,ENSMUSG00000020739,Nup85,-0.0029258355,4.24910706,6.356903087e-4,0.9798851477962569,0.9985701890679048,NS,nucleoporin 85
2125,ENSMUSG00000020818,Mfsd11,-0.0029398347,4.81080778,7.775457683e-4,0.9777542647240768,0.9985701890679048,NS,major facilitator superfamily domain containing 11
2211,ENSMUSG00000021012,Zc3h14,-0.0019991971,5.51830325,3.054249827e-4,0.9860565503253269,0.9985701890679048,NS,zinc finger CCCH type containing 14
2230,ENSMUSG00000021054,Sgpp1,0.0027564326,4.19973738,6.323225936e-4,0.9799384888113011,0.9985701890679048,NS,sphingosine-1-phosphate phosphatase 1
2246,ENSMUSG00000021096,Ppm1a,0.002541342,7.72843848,5.729234056e-4,0.980903803456245,0.9985701890679048,NS,"protein phosphatase 1A, magnesium dependent, alpha isoform"
2272,ENSMUSG00000021156,Zmynd11,-0.0021711716,6.63327285,4.091413576e-4,0.9838620955932241,0.9985701890679048,NS,"zinc finger, MYND domain containing 11"
2292,ENSMUSG00000021221,Dpf3,0.0020597381,3.46212978,2.399719276e-4,0.9876404427921948,0.9985701890679048,NS,"D4, zinc and double PHD fingers, family 3"
2334,ENSMUSG00000021287,Xrcc3,-0.0060104691,1.85957534,8.212841917e-4,0.9771373088278916,0.9985701890679048,NS,X-ray repair complementing defective repair in Chinese hamster cells 3
2438,ENSMUSG00000021591,Glrx,-0.0021332608,4.33378133,3.723387348e-4,0.9846049104046467,0.9985701890679048,NS,glutaredoxin
2467,ENSMUSG00000021669,Cert1,-0.0021997834,6.11807294,4.340593916e-4,0.9833780021111739,0.9985701890679048,NS,ceramide transporter 1
2502,ENSMUSG00000021738,Atxn7,-0.0023773385,4.82718225,4.922921096e-4,0.9822982636984312,0.9985701890679048,NS,ataxin 7
2538,ENSMUSG00000021820,Camk2g,0.0025765625,7.51834061,4.948768332e-4,0.9822518617068283,0.9985701890679048,NS,calcium/calmodulin-dependent protein kinase II gamma
2564,ENSMUSG00000021901,Bap1,0.0028002971,6.10579212,6.716840689e-4,0.9793236455098168,0.9985701890679048,NS,Brca1 associated protein 1
2574,ENSMUSG00000021916,Glt8d1,-0.0025149031,3.27352695,2.82180366e-4,0.9865975858758872,0.9985701890679048,NS,glycosyltransferase 8 domain containing 1
2620,ENSMUSG00000022016,Akap11,0.0029622182,5.16634379,6.742127515e-4,0.9792847707639083,0.9985701890679048,NS,A kinase (PRKA) anchor protein 11
2702,ENSMUSG00000022210,Dhrs4,0.0033907457,4.73715752,3.792601086e-4,0.9844624981642532,0.9985701890679048,NS,dehydrogenase/reductase (SDR family) member 4
2823,ENSMUSG00000022474,Pmm1,-0.0035361221,3.80679478,4.803335868e-4,0.9825145516555779,0.9985701890679048,NS,phosphomannomutase 1
2865,ENSMUSG00000022554,Hgh1,0.0054461286,1.36872607,4.081577171e-4,0.9838815036611436,0.9985701890679048,NS,HGH1 homolog
2916,ENSMUSG00000022678,Nde1,-0.0016191757,5.02479054,2.483743568e-4,0.9874259419347309,0.9985701890679048,NS,nudE neurodevelopment protein 1
2924,ENSMUSG00000022698,Naa50,-0.0016351778,8.39321261,2.144518837e-4,0.988316055864126,0.9985701890679048,NS,"N(alpha)-acetyltransferase 50, NatE catalytic subunit"
2969,ENSMUSG00000022801,Lrch3,-0.0021430569,4.46440376,3.660128021e-4,0.9847362337274644,0.9985701890679048,NS,leucine-rich repeats and calponin homology (CH) domain containing 3
3015,ENSMUSG00000022897,Dyrk1a,-0.0020238755,6.59459098,3.141541845e-4,0.9858587191643272,0.9985701890679048,NS,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a
3028,ENSMUSG00000022946,Dop1b,0.0023369089,5.32523345,2.842391934e-4,0.9865487864046062,0.9985701890679048,NS,DOP1 leucine zipper like protein B
3084,ENSMUSG00000023052,Npff,0.0099079286,0.06949489,7.616500884e-4,0.9779827698288656,0.9985701890679048,NS,neuropeptide FF-amide peptide precursor
3128,ENSMUSG00000023286,Ube2j2,-0.0019056779,5.24727746,2.969752227e-4,0.9862507605818238,0.9985701890679048,NS,ubiquitin-conjugating enzyme E2J 2
3531,ENSMUSG00000024772,Ehd1,0.003123163,5.35907507,7.869729802e-4,0.9776198490062259,0.9985701890679048,NS,EH-domain containing 1
3601,ENSMUSG00000024914,Drap1,-0.0031698471,8.13510958,7.670900345e-4,0.9779043027411346,0.9985701890679048,NS,Dr1 associated protein 1 (negative cofactor 2 alpha)
3628,ENSMUSG00000024969,Mark2,-0.0028171528,5.12037372,7.11769309e-4,0.9787157587367131,0.9985701890679048,NS,MAP/microtubule affinity regulating kinase 2
3728,ENSMUSG00000025198,Erlin1,-0.0033096983,2.81006965,4.303924771e-4,0.9834483518624184,0.9985701890679048,NS,ER lipid raft associated 1
3759,ENSMUSG00000025245,Lztfl1,-0.0027024189,3.79395692,4.732470359e-4,0.9826439952997363,0.9985701890679048,NS,leucine zipper transcription factor-like 1
4098,ENSMUSG00000026155,Smap1,-0.0026274274,3.88986111,4.002773474e-4,0.984037842350368,0.9985701890679048,NS,small ArfGAP 1
4101,ENSMUSG00000026159,Agfg1,-0.002595454,4.85525462,6.186681351e-4,0.9801562312814136,0.9985701890679048,NS,ArfGAP with FG repeats 1
4148,ENSMUSG00000026275,Ppp1r7,-0.0019404067,4.5483644,3.354560868e-4,0.9853871939832707,0.9985701890679048,NS,"protein phosphatase 1, regulatory subunit 7"
4178,ENSMUSG00000026360,Rgs2,-0.0079779032,1.73195551,6.802647957e-4,0.9791920247451676,0.9985701890679048,NS,regulator of G-protein signaling 2
4186,ENSMUSG00000026385,Dbi,0.0021455132,5.92232029,3.476840993e-4,0.985123275838511,0.9985701890679048,NS,diazepam binding inhibitor
4213,ENSMUSG00000026447,Pik3c2b,0.0016012679,4.16795439,2.068175652e-4,0.9885258954645392,0.9985701890679048,NS,phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
4990,ENSMUSG00000028292,Rars2,-0.0020349073,3.60169867,2.14612672e-4,0.988311676898506,0.9985701890679048,NS,"arginyl-tRNA synthetase 2, mitochondrial"
5014,ENSMUSG00000028367,Txn1,0.0025171868,5.10782195,5.693495692e-4,0.9809634453323796,0.9985701890679048,NS,thioredoxin 1
5099,ENSMUSG00000028542,Slc6a9,0.0040112992,2.20354423,4.164301675e-4,0.9837190024138266,0.9985701890679048,NS,"solute carrier family 6 (neurotransmitter transporter, glycine), member 9"
5175,ENSMUSG00000028696,Ipp,-0.002597218,3.74269989,4.151581794e-4,0.98374388317987,0.9985701890679048,NS,IAP promoted placental gene
5194,ENSMUSG00000028745,Capzb,-0.0017168397,7.72163316,2.30587985e-4,0.9878844897790888,0.9985701890679048,NS,"capping protein (actin filament) muscle Z-line, beta"
5238,ENSMUSG00000028847,Trappc3,-0.0028779316,4.06960582,4.853429664e-4,0.9824236253018802,0.9985701890679048,NS,trafficking protein particle complex 3
5257,ENSMUSG00000028886,Eya3,-0.0025189557,3.7291127,3.880204537e-4,0.984284098944092,0.9985701890679048,NS,EYA transcriptional coactivator and phosphatase 3
5259,ENSMUSG00000028890,Mtf1,-0.0017896506,4.44019265,2.734503919e-4,0.9868065145058752,0.9985701890679048,NS,metal response element binding transcription factor 1
5324,ENSMUSG00000029007,Agtrap,0.0048760121,3.63005302,8.042435631e-4,0.9773756740886613,0.9985701890679048,NS,"angiotensin II, type I receptor-associated protein"
5342,ENSMUSG00000029049,Morn1,0.0054669252,0.09214111,2.715864715e-4,0.9868515526984644,0.9985701890679048,NS,MORN repeat containing 1
5353,ENSMUSG00000029066,Mrpl20,-0.0023777572,4.2632342,5.103034942e-4,0.9819774019560349,0.9985701890679048,NS,mitochondrial ribosomal protein L20
5439,ENSMUSG00000029233,Srd5a3,-0.0058650509,1.19962102,4.584998591e-4,0.9829165146940483,0.9985701890679048,NS,steroid 5 alpha-reductase 3
5529,ENSMUSG00000029458,Brap,-0.0018209334,5.29642976,2.54601383e-4,0.9872693079652431,0.9985701890679048,NS,BRCA1 associated protein
5642,ENSMUSG00000029705,Cux1,0.0016522199,6.68891578,2.278086093e-4,0.9879577222787739,0.9985701890679048,NS,cut-like homeobox 1
5661,ENSMUSG00000029762,Akr1b8,0.005121396,1.12043572,3.746247523e-4,0.9845577286240513,0.9985701890679048,NS,"aldo-keto reductase family 1, member B8"
5701,ENSMUSG00000029910,Mad2l1,-0.0071548655,-0.0169646,4.328369104e-4,0.9834014222613472,0.9985701890679048,NS,MAD2 mitotic arrest deficient-like 1
5812,ENSMUSG00000030257,Srgap3,-0.0061935042,0.70093419,4.160634185e-4,0.9837261723144346,0.9985701890679048,NS,SLIT-ROBO Rho GTPase activating protein 3
6283,ENSMUSG00000031516,Dctn6,-0.001712831,4.77832105,2.372185952e-4,0.9877115457726814,0.9985701890679048,NS,dynactin 6
6469,ENSMUSG00000031902,Nfatc3,0.0018170705,5.23740291,2.544889477e-4,0.9872721190580408,0.9985701890679048,NS,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3"
