,Ensembl,Symbol,s22mo_C_F-s06mo_C_F_logFC,s22mo_C_F-s06mo_C_F_logCPM,s22mo_C_F-s06mo_C_F_LR,s22mo_C_F-s06mo_C_F_PValue,s22mo_C_F-s06mo_C_F_Status,s22mo_C_F-s06mo_C_F_Status,Description
10532,ENSMUSG00000052305,Hbb-bs,0.0799886394,6.5171336,0.07579234318405,0.78308,0.96706,NS,"hemoglobin, beta adult s chain"
10795,ENSMUSG00000054733,Msra,0.0424047351,3.8853996,0.07596600435239,0.78284,0.96706,NS,methionine sulfoxide reductase A
11819,ENSMUSG00000067365,Tmem128,0.0625604141,1.8335985,0.07555574005079,0.78341,0.96706,NS,transmembrane protein 128
12504,ENSMUSG00000078700,D030028A08Rik,-0.0985398399,0.2647829,0.07537833832316,0.78366,0.96706,NS,RIKEN cDNA D030028A08 gene
12728,ENSMUSG00000083899,Gm12346,0.1115307318,-0.2625008,0.07535552664027,0.78369,0.96706,NS,predicted gene 12346
13722,ENSMUSG00000104814,Gm42979,-0.0961880988,0.4914554,0.07514773995031,0.78398,0.96706,NS,predicted gene 42979
14244,ENSMUSG00000117992,Gm41760,0.0703183754,1.7333509,0.07611522821787,0.78263,0.96706,NS,"predicted gene, 41760"
3406,ENSMUSG00000024462,Gabbr1,0.0444177804,3.3729028,0.07501062564542,0.78418,0.96708,NS,"gamma-aminobutyric acid (GABA) B receptor, 1"
1835,ENSMUSG00000020234,4930404N11Rik,0.0945585817,0.2350576,0.0746971012096,0.78462,0.96708,NS,RIKEN cDNA 4930404N11 gene
3753,ENSMUSG00000025265,Fgd1,-0.0655290361,1.6527893,0.0746712361991,0.78465,0.96708,NS,"FYVE, RhoGEF and PH domain containing 1"
8787,ENSMUSG00000040390,Map3k10,0.0340952176,5.6277111,0.07481674153023,0.78445,0.96708,NS,mitogen-activated protein kinase kinase kinase 10
9720,ENSMUSG00000045757,Zfp764,-0.0793748233,1.2980794,0.07477305288483,0.78451,0.96708,NS,zinc finger protein 764
11576,ENSMUSG00000063049,Ing2,0.0378669273,4.0784151,0.07480526474929,0.78446,0.96708,NS,"inhibitor of growth family, member 2"
12484,ENSMUSG00000078578,Ube2d3,-0.0367122511,8.0171558,0.07485534918063,0.78439,0.96708,NS,ubiquitin-conjugating enzyme E2D 3
13222,ENSMUSG00000093989,Rnasek,0.0317590495,5.4419904,0.07474572893417,0.78455,0.96708,NS,"ribonuclease, RNase K"
2537,ENSMUSG00000021824,Ap3m1,-0.0322081061,5.249108,0.07444065063645,0.78498,0.96711,NS,"adaptor-related protein complex 3, mu 1 subunit"
2949,ENSMUSG00000022770,Dlg1,-0.032748893,6.1385754,0.07434958089796,0.78511,0.96711,NS,discs large MAGUK scaffold protein 1
3983,ENSMUSG00000025932,Eya1,-0.0366355433,4.6099023,0.07441956605418,0.78501,0.96711,NS,EYA transcriptional coactivator and phosphatase 1
5429,ENSMUSG00000029263,Pigg,0.0458427475,3.1695,0.07438793460443,0.78505,0.96711,NS,"phosphatidylinositol glycan anchor biosynthesis, class G"
6518,ENSMUSG00000032041,Tirap,-0.0375306524,4.6210101,0.07442994187112,0.78499,0.96711,NS,toll-interleukin 1 receptor (TIR) domain-containing adaptor protein
7665,ENSMUSG00000036339,Tmem260,0.0552313362,2.3156415,0.07454202719283,0.78483,0.96711,NS,transmembrane protein 260
9391,ENSMUSG00000043085,Tmem82,-0.1032982501,0.2237822,0.07432052772592,0.78515,0.96711,NS,transmembrane protein 82
165,ENSMUSG00000001288,Rarg,0.0401434714,3.5930325,0.07405247492179,0.78553,0.96713,NS,"retinoic acid receptor, gamma"
1592,ENSMUSG00000019432,Ddx39b,0.0359701761,6.2577585,0.07406290266752,0.78551,0.96713,NS,DEAD box helicase 39b
9825,ENSMUSG00000046605,B3gntl1,-0.0604677075,1.9003537,0.07401949046892,0.78557,0.96713,NS,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase-like 1"
9863,ENSMUSG00000046836,Brox,-0.0340207687,4.8194444,0.07393836413278,0.78569,0.96713,NS,BRO1 domain and CAAX motif containing
10162,ENSMUSG00000049119,Fam110b,0.0828011396,1.587836,0.07412648485054,0.78542,0.96713,NS,"family with sequence similarity 110, member B"
10209,ENSMUSG00000049517,Rps23,0.0364682729,7.6652879,0.07390896358878,0.78573,0.96713,NS,ribosomal protein S23
11847,ENSMUSG00000067873,Htatsf1,-0.0356097171,7.3663032,0.0740315801836,0.78555,0.96713,NS,HIV TAT specific factor 1
12993,ENSMUSG00000087535,Zmiz1os1,-0.0928860439,0.3219794,0.07387917286046,0.78577,0.96713,NS,Zmiz1 opposite strand 1
13264,ENSMUSG00000095687,Rnaset2a,0.0342572716,6.1760521,0.07419557563017,0.78532,0.96713,NS,ribonuclease T2A
4049,ENSMUSG00000026095,Asnsd1,0.0338256771,6.901841,0.07360800808582,0.78615,0.96727,NS,asparagine synthetase domain containing 1
4989,ENSMUSG00000028345,Tex10,-0.0405161214,3.6197496,0.07363552949069,0.78612,0.96727,NS,testis expressed gene 10
6383,ENSMUSG00000031770,Herpud1,0.0342648675,6.8711965,0.07369943493943,0.78602,0.96727,NS,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
8258,ENSMUSG00000038502,Ptov1,0.0344403138,6.4769204,0.0736585970942,0.78608,0.96727,NS,prostate tumor over expressed gene 1
6357,ENSMUSG00000031712,Il15,-0.0590931092,2.3076948,0.07335867831513,0.78651,0.96762,NS,interleukin 15
11925,ENSMUSG00000069008,Gm5537,-0.1051272178,4.2306441,0.07324783637709,0.78667,0.96768,NS,predicted gene 5537
13007,ENSMUSG00000087639,Gm15512,-0.1060982713,-0.5090646,0.07322582240254,0.7867,0.96768,NS,predicted gene 15512
11563,ENSMUSG00000062933,Gm10123,-0.0663549115,1.5566266,0.07317608638425,0.78677,0.96769,NS,predicted pseudogene 10123
4446,ENSMUSG00000027012,Dync1i2,-0.0312511481,5.4131548,0.07301874880082,0.78699,0.9677,NS,dynein cytoplasmic 1 intermediate chain 2
9570,ENSMUSG00000044556,Tex38,0.1271223602,-0.5772153,0.0731131375898,0.78686,0.9677,NS,testis expressed 38
11620,ENSMUSG00000063488,Zkscan7,0.0492292128,2.6423778,0.07298155052882,0.78704,0.9677,NS,zinc finger with KRAB and SCAN domains 7
11890,ENSMUSG00000068547,Clca4a,0.1796022665,-1.1269355,0.07298718014628,0.78704,0.9677,NS,chloride channel accessory 4A
3448,ENSMUSG00000024576,Csnk1a1,0.0357325977,7.4707228,0.07292885429644,0.78712,0.96771,NS,"casein kinase 1, alpha 1"
12048,ENSMUSG00000070942,Il1rl2,0.1102963004,-0.2067011,0.07282460960714,0.78727,0.96774,NS,interleukin 1 receptor-like 2
14210,ENSMUSG00000117263,Gm35290,0.1281823752,-0.5777054,0.07281379468644,0.78728,0.96774,NS,"predicted gene, 35290"
4310,ENSMUSG00000026727,Rsu1,0.0343925418,3.957056,0.07275463844354,0.78737,0.96776,NS,Ras suppressor protein 1
5865,ENSMUSG00000030465,Psd3,0.0393615086,5.0270215,0.07265051758094,0.78752,0.96778,NS,pleckstrin and Sec7 domain containing 3
11616,ENSMUSG00000063455,D630045J12Rik,0.1196373961,-0.411455,0.07268572989198,0.78747,0.96778,NS,RIKEN cDNA D630045J12 gene
958,ENSMUSG00000009470,Tnpo1,0.0330341826,5.2364317,0.0725726671613,0.78763,0.96783,NS,transportin 1
7539,ENSMUSG00000035776,Cd99l2,0.0348769223,6.6251711,0.07251215362821,0.78771,0.96785,NS,CD99 antigen-like 2
260,ENSMUSG00000001964,Emd,0.0353546367,4.7056266,0.07194751907622,0.78852,0.96799,NS,emerin
2236,ENSMUSG00000021072,Tmx1,-0.0327230294,4.2699521,0.0723226096449,0.78798,0.96799,NS,thioredoxin-related transmembrane protein 1
2420,ENSMUSG00000021552,Gkap1,-0.0333503515,4.4571173,0.07213068285214,0.78826,0.96799,NS,G kinase anchoring protein 1
5114,ENSMUSG00000028618,Tmem59,-0.0322916849,5.8475532,0.0719323245345,0.78854,0.96799,NS,transmembrane protein 59
5456,ENSMUSG00000029345,Tfip11,0.0316407983,4.6202222,0.07227054975928,0.78806,0.96799,NS,tuftelin interacting protein 11
5786,ENSMUSG00000030246,Ldhb,-0.0783608598,7.6639436,0.07217904046365,0.78819,0.96799,NS,lactate dehydrogenase B
5849,ENSMUSG00000030410,Dmwd,0.0361026096,5.5076096,0.07201313735048,0.78843,0.96799,NS,dystrophia myotonica-containing WD repeat motif
9338,ENSMUSG00000042719,Naa25,0.0368908233,5.859014,0.07203057158596,0.7884,0.96799,NS,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit"
12829,ENSMUSG00000085711,Gm15163,-0.1106076866,-0.5429678,0.07188597217119,0.78861,0.96799,NS,predicted gene 15163
13975,ENSMUSG00000110393,Gm36445,-0.1056398287,-0.5087924,0.07194100631757,0.78853,0.96799,NS,"predicted gene, 36445"
14229,ENSMUSG00000117730,Gm5503,0.0751254737,1.7666284,0.0723383905511,0.78796,0.96799,NS,predicted gene 5503
14272,ENSMUSG00000118449,Gm3625,-0.0641011367,2.0217172,0.07186604059394,0.78864,0.96799,NS,predicted gene 3625
99,ENSMUSG00000000826,Dnajc5,-0.0333116479,5.9335658,0.07168245413433,0.7889,0.96823,NS,DnaJ heat shock protein family (Hsp40) member C5
1038,ENSMUSG00000011158,Brf1,0.0332923064,4.4125397,0.07160179197337,0.78902,0.96829,NS,"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit"
4043,ENSMUSG00000026078,Pdcl3,0.0335215168,5.6611261,0.07155673175908,0.78908,0.96829,NS,phosducin-like 3
3464,ENSMUSG00000024608,Rps14,0.0376358427,8.2253978,0.07147016029213,0.78921,0.96836,NS,ribosomal protein S14
9262,ENSMUSG00000042439,Zfp532,0.0325959671,4.1845305,0.07136870250684,0.78935,0.9684,NS,zinc finger protein 532
13959,ENSMUSG00000110170,St6galnac2,-0.10897766489999999,-0.5426031,0.0713548861196,0.78937,0.9684,NS,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltran"
2458,ENSMUSG00000021661,Ankra2,-0.0372342221,3.6296942,0.07128800080192,0.78947,0.96843,NS,"ankyrin repeat, family A (RFXANK-like), 2"
494,ENSMUSG00000003721,Insig2,0.0328996365,5.7552215,0.06790158301458,0.79442,0.96852,NS,insulin induced gene 2
934,ENSMUSG00000008999,Bmp7,-0.1280907531,0.0297102,0.0692469861738,0.79244,0.96852,NS,bone morphogenetic protein 7
1476,ENSMUSG00000018442,Derl2,0.0387294741,3.6601035,0.0694534581165,0.79213,0.96852,NS,"Der1-like domain family, member 2"
1478,ENSMUSG00000018449,Rpain,0.0545576775,2.2864085,0.0679044844453,0.79441,0.96852,NS,RPA interacting protein
1691,ENSMUSG00000019923,Zwint,-0.0325698118,5.5183512,0.06900723323256,0.79279,0.96852,NS,ZW10 interactor
1770,ENSMUSG00000020105,Lrig3,-0.0612747676,1.9590286,0.06894123396196,0.79288,0.96852,NS,leucine-rich repeats and immunoglobulin-like domains 3
1881,ENSMUSG00000020325,Fstl3,-0.0835101125,0.7297208,0.06823035193327,0.79393,0.96852,NS,follistatin-like 3
2059,ENSMUSG00000020695,Mrc2,-0.0499633762,3.3711975,0.0710368665775,0.78983,0.96852,NS,"mannose receptor, C type 2"
2086,ENSMUSG00000020745,Pafah1b1,-0.0342571197,7.216655,0.07091116672009,0.79001,0.96852,NS,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1"
2191,ENSMUSG00000020961,Ston2,0.0340523922,6.4278198,0.06957427274363,0.79196,0.96852,NS,stonin 2
2300,ENSMUSG00000021243,Fcf1,-0.0450659942,3.1343711,0.06940551304736,0.7922,0.96852,NS,FCF1 rRNA processing protein
2414,ENSMUSG00000021537,Cetn3,-0.0380028261,3.8732633,0.06934844190806,0.79229,0.96852,NS,centrin 3
2631,ENSMUSG00000022048,Dpysl2,-0.062867069,1.8814123,0.0699588644546,0.7914,0.96852,NS,dihydropyrimidinase-like 2
2725,ENSMUSG00000022272,Myo10,-0.0325776215,6.1848506,0.06946634082541,0.79212,0.96852,NS,myosin X
2829,ENSMUSG00000022503,Nubp1,0.045548435,3.104289,0.06786620486614,0.79447,0.96852,NS,nucleotide binding protein 1
2996,ENSMUSG00000022864,D16Ertd472e,-0.0701292025,1.615298,0.06955397912242,0.79199,0.96852,NS,"DNA segment, Chr 16, ERATO Doi 472, expressed"
3054,ENSMUSG00000023008,Fmnl3,-0.039871013,3.741637,0.07003896321369,0.79128,0.96852,NS,formin-like 3
3133,ENSMUSG00000023452,Pisd,0.0386624185,3.9256898,0.0697067428166,0.79176,0.96852,NS,phosphatidylserine decarboxylase
3142,ENSMUSG00000023723,Mrps23,-0.0321655051,5.7907854,0.06840008356955,0.79368,0.96852,NS,mitochondrial ribosomal protein S23
3155,ENSMUSG00000023845,Lnpep,0.0373583834,5.2280638,0.07096777765164,0.78993,0.96852,NS,leucyl/cystinyl aminopeptidase
3450,ENSMUSG00000024580,Grpel2,0.0327960187,4.3677687,0.06869753072102,0.79324,0.96852,NS,"GrpE-like 2, mitochondrial"
3626,ENSMUSG00000024985,Tcf7l2,-0.0676569193,1.44455,0.07028012270549,0.79093,0.96852,NS,"transcription factor 7 like 2, T cell specific, HMG box"
4089,ENSMUSG00000026176,Ctdsp1,-0.0331244773,6.8126392,0.0697841718699,0.79165,0.96852,NS,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1"
4601,ENSMUSG00000027411,Vps16,0.0358002953,4.0301736,0.06846640937362,0.79358,0.96852,NS,VSP16 CORVET/HOPS core subunit
4780,ENSMUSG00000027858,Tspan2,0.0550509188,2.3982104,0.07059665420614,0.79047,0.96852,NS,tetraspanin 2
4791,ENSMUSG00000027883,Gpsm2,0.0793252701,0.8201879,0.07039312805662,0.79077,0.96852,NS,"G-protein signalling modulator 2 (AGS3-like, C. elegans)"
4920,ENSMUSG00000028161,Ppp3ca,0.0388819398,7.9666864,0.06793739955373,0.79436,0.96852,NS,"protein phosphatase 3, catalytic subunit, alpha isoform"
5286,ENSMUSG00000028974,Dffa,-0.034014671,6.1211978,0.07014472468757,0.79113,0.96852,NS,"DNA fragmentation factor, alpha subunit"
5364,ENSMUSG00000029127,Zbtb49,-0.064826482,1.4778884,0.06855825020294,0.79345,0.96852,NS,zinc finger and BTB domain containing 49
5551,ENSMUSG00000029550,Sppl3,-0.0331325601,4.2140741,0.07006003055185,0.79125,0.96852,NS,signal peptide peptidase 3
5595,ENSMUSG00000029640,Usp12,0.0347541008,4.8440402,0.06892266873677,0.79291,0.96852,NS,ubiquitin specific peptidase 12
5612,ENSMUSG00000029675,Eln,-0.0508444164,4.7485627,0.07012041833979,0.79116,0.96852,NS,elastin
5718,ENSMUSG00000030059,Tmf1,0.0329138429,4.9476011,0.06805681865962,0.79419,0.96852,NS,TATA element modulatory factor 1
6206,ENSMUSG00000031380,Vegfd,-0.0721158543,1.6151442,0.07012688484341,0.79115,0.96852,NS,vascular endothelial growth factor D
6434,ENSMUSG00000031865,Dctn1,-0.035125072,7.6628125,0.06807463737711,0.79416,0.96852,NS,dynactin 1
6847,ENSMUSG00000032875,Arhgef17,-0.0380270127,5.905532,0.07082177528719,0.79014,0.96852,NS,Rho guanine nucleotide exchange factor (GEF) 17
6935,ENSMUSG00000033237,Arid2,0.035353163,4.0753211,0.06778613289049,0.79459,0.96852,NS,"AT rich interactive domain 2 (ARID, RFX-like)"
7097,ENSMUSG00000033955,Tnks1bp1,-0.0313936849,4.8799412,0.0694944980213,0.79207,0.96852,NS,tankyrase 1 binding protein 1
7385,ENSMUSG00000035078,Mtmr9,-0.0435829523,3.23896,0.06942617602258,0.79217,0.96852,NS,myotubularin related protein 9
7790,ENSMUSG00000036882,Arhgap33,-0.1193237412,-0.6135656,0.06943589687376,0.79216,0.96852,NS,Rho GTPase activating protein 33
7902,ENSMUSG00000037287,Tbcel,0.0368611118,4.5000723,0.06926051764823,0.79242,0.96852,NS,tubulin folding cofactor E-like
8198,ENSMUSG00000038299,Wdr36,0.0329003422,4.412889,0.07045709465698,0.79067,0.96852,NS,WD repeat domain 36
8422,ENSMUSG00000039041,Adrm1,0.0356545651,6.9384924,0.0698482490839,0.79156,0.96852,NS,adhesion regulating molecule 1
8434,ENSMUSG00000039069,Mtg2,0.0443053997,3.8722165,0.07008188982749,0.79122,0.96852,NS,mitochondrial ribosome associated GTPase 2
8638,ENSMUSG00000039831,Arhgap29,-0.0358221825,4.4706709,0.06812929405177,0.79408,0.96852,NS,Rho GTPase activating protein 29
8694,ENSMUSG00000040028,Elavl1,-0.0357592481,4.0724682,0.06816677324913,0.79402,0.96852,NS,"ELAV (embryonic lethal, abnormal vision)-like 1 (Hu antigen R)"
8881,ENSMUSG00000040717,Il17rd,-0.0706553041,2.3000599,0.06858854390645,0.7934,0.96852,NS,interleukin 17 receptor D
8943,ENSMUSG00000040957,Cables1,0.088485709,1.5674873,0.06807858538357,0.79416,0.96852,NS,CDK5 and Abl enzyme substrate 1
9033,ENSMUSG00000041408,Wapl,-0.032311024,5.687126,0.06888781391088,0.79296,0.96852,NS,WAPL cohesin release factor
9064,ENSMUSG00000041570,Camsap2,0.0350067171,3.9099422,0.06924152263534,0.79244,0.96852,NS,"calmodulin regulated spectrin-associated protein family, member 2"
9095,ENSMUSG00000041712,Ubr7,0.0310977539,4.5361706,0.06813865938628,0.79407,0.96852,NS,ubiquitin protein ligase E3 component n-recognin 7 (putative)
9254,ENSMUSG00000042408,Zmym6,-0.0443474688,2.8864583,0.0677150060548,0.79469,0.96852,NS,"zinc finger, MYM-type 6"
9366,ENSMUSG00000042854,Trp53rkb,0.0539454752,2.5395144,0.06832349370615,0.79379,0.96852,NS,transformation related protein 53 regulating kinase B
9834,ENSMUSG00000046679,C87436,-0.0444421287,2.9786891,0.07094772399339,0.78996,0.96852,NS,expressed sequence C87436
9931,ENSMUSG00000047379,B4gat1,-0.0322510537,4.6060913,0.06891536800175,0.79292,0.96852,NS,"beta-1,4-glucuronyltransferase 1"
10517,ENSMUSG00000052151,Plpp2,-0.1083659498,-0.0279924,0.06966967504046,0.79182,0.96852,NS,phospholipid phosphatase 2
10558,ENSMUSG00000052512,Nav2,-0.0358005295,3.9969045,0.0701783257824,0.79108,0.96852,NS,neuron navigator 2
10644,ENSMUSG00000053293,Pom121,0.0323215056,4.4142712,0.07058265370178,0.79049,0.96852,NS,nuclear pore membrane protein 121
10782,ENSMUSG00000054648,Zfp869,-0.0329830543,4.4822885,0.07087150256157,0.79007,0.96852,NS,zinc finger protein 869
10796,ENSMUSG00000054737,Zfp182,-0.0884415461,0.7002795,0.06812659751542,0.79408,0.96852,NS,zinc finger protein 182
10941,ENSMUSG00000056267,Cep70,0.0690682235,1.3686089,0.0694493042897,0.79214,0.96852,NS,centrosomal protein 70
11008,ENSMUSG00000056962,Jmjd6,0.0326233057,4.5529466,0.07008819687743,0.79121,0.96852,NS,jumonji domain containing 6
11137,ENSMUSG00000058298,Mcm9,0.0460750895,2.8744079,0.0677310230707,0.79467,0.96852,NS,minichromosome maintenance 9 homologous recombination repair factor
11206,ENSMUSG00000059058,Tma7-ps,0.0775681109,0.7658025,0.06772241674086,0.79468,0.96852,NS,"translational machinery associated 7 homolog (S. cerevisiae), pseudogene"
12107,ENSMUSG00000071649,B3gat3,-0.0302887799,4.8550925,0.06852557124452,0.7935,0.96852,NS,"beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)"
12163,ENSMUSG00000072809,9330160F10Rik,-0.0453538448,2.9580269,0.06845871008402,0.79359,0.96852,NS,RIKEN cDNA 9330160F10 gene
12423,ENSMUSG00000075576,Gm12359,0.0838349359,0.5251625,0.06787692943238,0.79445,0.96852,NS,predicted gene 12359
12768,ENSMUSG00000085028,Slc2a4rg-ps,0.0786703427,1.5737668,0.06837351985511,0.79372,0.96852,NS,"Slc2a4 regulator, pseudogene"
12965,ENSMUSG00000087354,4930404I05Rik,0.0681216171,1.3865932,0.06924895741974,0.79243,0.96852,NS,RIKEN cDNA 4930404I05 gene
13160,ENSMUSG00000091896,Ube2d2a,0.0340380721,5.6285025,0.06862544772607,0.79335,0.96852,NS,ubiquitin-conjugating enzyme E2D 2A
13268,ENSMUSG00000095930,Nim1k,0.0552824258,2.1228753,0.07072245413995,0.79029,0.96852,NS,NIM1 serine/threonine protein kinase
13323,ENSMUSG00000097079,Gm26604,-0.0417578161,4.2538328,0.06936891934209,0.79226,0.96852,NS,"predicted gene, 26604"
13494,ENSMUSG00000098404,Mrip-ps,0.1219730196,-0.475759,0.06841536889836,0.79366,0.96852,NS,"Mom radiation induced polyposis, pseudogene"
13884,ENSMUSG00000108533,Gm44792,-0.098045076,-0.166694,0.06856721203897,0.79343,0.96852,NS,predicted gene 44792
13926,ENSMUSG00000109398,Gm3854,0.1024972713,-0.0276123,0.07108642928292,0.78976,0.96852,NS,predicted gene 3854
14171,ENSMUSG00000116165,Pdxp,0.0958424735,0.7997713,0.07018982005065,0.79106,0.96852,NS,"pyridoxal (pyridoxine, vitamin B6) phosphatase"
2839,ENSMUSG00000022517,Mgrn1,-0.0308252248,6.0149713,0.06755849005192,0.79493,0.96856,NS,"mahogunin, ring finger 1"
10923,ENSMUSG00000056131,Pgm3,0.0650763278,1.5960911,0.06759641722771,0.79487,0.96856,NS,phosphoglucomutase 3
13796,ENSMUSG00000106870,Gm43681,-0.1215304082,-0.6136616,0.06756813237102,0.79491,0.96856,NS,predicted gene 43681
2734,ENSMUSG00000022305,Lrp12,0.0625595673,1.9540395,0.06746998394062,0.79506,0.96859,NS,low density lipoprotein-related protein 12
5059,ENSMUSG00000028480,Glipr2,0.080659229,0.7377422,0.06745094239993,0.79509,0.96859,NS,GLI pathogenesis-related 2
9308,ENSMUSG00000042608,Stk40,-0.0387280189,7.3500697,0.06736458766894,0.79521,0.96866,NS,serine/threonine kinase 40
4686,ENSMUSG00000027618,Nfs1,0.0314948694,6.5208732,0.06723913600876,0.7954,0.96873,NS,nitrogen fixation gene 1 (S. cerevisiae)
10630,ENSMUSG00000053158,Fes,-0.059801488,2.1467651,0.06723591577891,0.7954,0.96873,NS,feline sarcoma oncogene
767,ENSMUSG00000006362,Cbfa2t3,-0.0488942343,4.2981106,0.0669601647247,0.79582,0.96879,NS,CBFA2/RUNX1 translocation partner 3
1023,ENSMUSG00000010608,Rbm25,0.035909213,6.2332459,0.06673608038646,0.79615,0.96879,NS,RNA binding motif protein 25
1572,ENSMUSG00000019189,Rnf145,0.0396687821,3.4369558,0.06676916127284,0.7961,0.96879,NS,ring finger protein 145
1861,ENSMUSG00000020280,Pus10,0.0383459713,3.5825066,0.06706068400192,0.79567,0.96879,NS,pseudouridylate synthase 10
3728,ENSMUSG00000025223,Ldb1,-0.0325041347,4.7413987,0.06700195466938,0.79575,0.96879,NS,LIM domain binding 1
6138,ENSMUSG00000031198,Fundc2,0.0337178435,7.4709484,0.0667135157597,0.79618,0.96879,NS,FUN14 domain containing 2
7194,ENSMUSG00000034303,Ccdc15,-0.0892305512,0.1516526,0.06703491813677,0.7957,0.96879,NS,coiled-coil domain containing 15
7242,ENSMUSG00000034501,Pcnx4,0.0483733839,2.6980292,0.06673420750971,0.79615,0.96879,NS,pecanex homolog 4
9443,ENSMUSG00000043518,Rai2,0.0346982043,4.1003407,0.06670291403572,0.7962,0.96879,NS,retinoic acid induced 2
9621,ENSMUSG00000044951,Mylk4,-0.0822480521,10.6574745,0.06696121519963,0.79581,0.96879,NS,"myosin light chain kinase family, member 4"
11153,ENSMUSG00000058446,Znrf2,0.0346861606,4.9686891,0.06688039501661,0.79593,0.96879,NS,zinc and ring finger 2
500,ENSMUSG00000003779,Kif20a,-0.078724451,0.6346433,0.06645171432562,0.79657,0.96913,NS,kinesin family member 20A
3144,ENSMUSG00000023764,Sfi1,-0.0437637643,3.1448545,0.06642668886081,0.79661,0.96913,NS,"Sfi1 homolog, spindle assembly associated (yeast)"
5370,ENSMUSG00000029136,Rbks,0.1165217836,-0.3506555,0.06625913513205,0.79686,0.96914,NS,ribokinase
7931,ENSMUSG00000037364,Srrt,0.0309662745,5.1727355,0.0662807116551,0.79683,0.96914,NS,serrate RNA effector molecule homolog (Arabidopsis)
8922,ENSMUSG00000040852,Plekhh2,0.074001316,1.0532346,0.06619106391314,0.79697,0.96914,NS,"pleckstrin homology domain containing, family H (with MyTH4 domain) member 2"
10669,ENSMUSG00000053553,3110082I17Rik,-0.0441803514,3.140271,0.06630999480452,0.79679,0.96914,NS,RIKEN cDNA 3110082I17 gene
11149,ENSMUSG00000058407,Txndc9,-0.0307401212,4.5692274,0.06622592458968,0.79691,0.96914,NS,thioredoxin domain containing 9
1688,ENSMUSG00000019916,P4ha1,0.0330002531,5.0012938,0.06601656673103,0.79723,0.96933,NS,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide"
13425,ENSMUSG00000097620,4921514A10Rik,-0.0845438389,0.5728115,0.06600052767269,0.79725,0.96933,NS,RIKEN cDNA 4921514A10 gene
1965,ENSMUSG00000020492,Ska2,0.0669012533,1.5328913,0.06565824870254,0.79777,0.96955,NS,spindle and kinetochore associated complex subunit 2
4965,ENSMUSG00000028277,Ube2j1,-0.0298087218,4.9376026,0.06554266560158,0.79794,0.96955,NS,ubiquitin-conjugating enzyme E2J 1
5770,ENSMUSG00000030204,Ddx47,-0.0305468572,4.5279446,0.06558520756638,0.79788,0.96955,NS,DEAD box helicase 47
7846,ENSMUSG00000037072,Selenof,-0.0377748868,5.9572193,0.06564343312401,0.79779,0.96955,NS,selenoprotein F
10768,ENSMUSG00000054499,Dedd2,0.0332313601,4.2301091,0.06569496200474,0.79771,0.96955,NS,death effector domain-containing DNA binding protein 2
13698,ENSMUSG00000104208,Gm37401,-0.0536837441,2.4288309,0.06551920849212,0.79798,0.96955,NS,"predicted gene, 37401"
14137,ENSMUSG00000115124,Gm49201,0.0905405939,0.3685244,0.06574135625534,0.79764,0.96955,NS,"predicted gene, 49201"
14215,ENSMUSG00000117427,Gm36199,0.1102372108,-0.206782,0.06569632935334,0.79771,0.96955,NS,"predicted gene, 36199"
1142,ENSMUSG00000014504,Srp19,0.0309597519,4.605535,0.06543158387229,0.79811,0.96963,NS,signal recognition particle 19
321,ENSMUSG00000002345,Borcs8,-0.0494973623,2.5320523,0.06521062366392,0.79844,0.96963,NS,BLOC-1 related complex subunit 8
565,ENSMUSG00000004460,Dnajb11,0.0286696762,5.0427774,0.06514056665187,0.79855,0.96963,NS,DnaJ heat shock protein family (Hsp40) member B11
2067,ENSMUSG00000020709,Adap2,-0.0743612231,0.8653942,0.06512191360727,0.79858,0.96963,NS,ArfGAP with dual PH domains 2
3538,ENSMUSG00000024811,Tnks2,0.0346572584,7.3481926,0.06512860665367,0.79857,0.96963,NS,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
5842,ENSMUSG00000030397,Mark4,0.031788862,4.6456203,0.06511478127677,0.79859,0.96963,NS,MAP/microtubule affinity regulating kinase 4
12911,ENSMUSG00000086782,E130102H24Rik,0.0673518738,1.3319408,0.06516665255368,0.79851,0.96963,NS,RIKEN cDNA E130102H24 gene
13386,ENSMUSG00000097397,Gm16861,-0.0807847896,0.6187812,0.06513515967203,0.79856,0.96963,NS,"predicted gene, 16861"
154,ENSMUSG00000001211,Agpat3,-0.0452585566,7.4809231,0.06486067522371,0.79897,0.96993,NS,1-acylglycerol-3-phosphate O-acyltransferase 3
871,ENSMUSG00000007812,Zfp655,-0.0376235598,3.7532407,0.06486786304128,0.79896,0.96993,NS,zinc finger protein 655
